"MES_ANO_ACIDENTE","NATUREZA_DA_LESAO","AGENTE_CAUSADOR_ACIDENTE","INDICA_OBITO_ACIDENTE","POPULACAO","NOME_MUN","NOME_UF"
"01-JUL-18","Queimadura ou Escald","Liquido, Nic","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Calcada ou Caminho p","Não","400949","Piracicaba","São Paulo"
"01-JUL-18","Contusao, Esmagament","Mobiliario e Acessor","Não","716109","Santo André","São Paulo"
"01-JUL-18","Contusao, Esmagament","Madeira (Toro, Madei","Não","8541","Cristais Paulista","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Veiculo, Nic","Sim","456245","São José do Rio Preto","São Paulo"
"01-JUN-18","Distensao, Torcao","Caixa, Engradado, Ca","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Vegetal - Planta, Ar","Não","82702","Matão","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","121331","Votorantim","São Paulo"
"01-JUL-18","Luxacao","Motocicleta, Motonet","Não","318107","Guarujá","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Metal - Inclui Liga","Não","833240","São Bernardo do Campo","São Paulo"
"01-JUL-18","Fratura","Chao - Superficie Ut","Não","246908","Indaiatuba","São Paulo"
"01-JUL-18","Fratura","Carro de Mao","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Animal Vivo","Não","40781","São Manuel","São Paulo"
"01-JUN-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","59371","Nova Odessa","São Paulo"
"01-JUL-18","Contusao, Esmagament","Ferramenta, Maquina,","Não","1365899","Guarulhos","São Paulo"
"01-JUN-18","Luxacao","Superficie e Estrutu","Não","12176866","São Paulo","São Paulo"
"01-JUN-18","Escoriacao, Abrasao","Motocicleta, Motonet","Não","75638","Cajamar","São Paulo"
"01-JUL-18","Contusao, Esmagament","Aeronave","Não","1365899","Guarulhos","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Osso - Produto Anima","Não","833240","São Bernardo do Campo","São Paulo"
"01-JUN-18","Contusao, Esmagament","Metal - Inclui Liga","Não","1194094","Campinas","São Paulo"
"01-JUL-18","Contusao, Esmagament","Caixa, Engradado, Ca","Não","120572","Várzea Paulista","São Paulo"
"01-JUL-18","Fratura","Metal - Inclui Liga","Não","1194094","Campinas","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Maquina, Nic","Não","12176866","São Paulo","São Paulo"
"01-JUN-18","Fratura","Motocicleta, Motonet","Não","456245","São José do Rio Preto","São Paulo"
"01-JUL-18","Contusao, Esmagament","Cais, Doca - Edifici","Não","716109","Santo André","São Paulo"
"01-JUL-18","Luxacao","Veiculo, Nic","Não","77510","Lins","São Paulo"
"01-JUN-18","Contusao, Esmagament","Veiculo Rodoviario M","Não","311854","Taubaté","São Paulo"
"01-JUN-18","Fratura","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-JUN-18","Contusao, Esmagament","Veiculo Rodoviario M","Não","374272","Bauru","São Paulo"
"01-APR-18","Corte, Laceracao, Fe","Produto Biologico (S","Não","1194094","Campinas","São Paulo"
"01-JUN-18","Luxacao","Veiculo, Nic","Não","271306","Barueri","São Paulo"
"01-JUL-18","Lesao Imediata","Agente Infeccioso ou","Não","41598","Ituverava","São Paulo"
"01-JUN-18","Distensao, Torcao","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-MAY-18","Lesao Imediata, Nic","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Luxacao","Maquina, Nic","Não","12176866","São Paulo","São Paulo"
"01-MAR-18","Lesao Imediata","Esforco Excessivo ao","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Laminadora, Calandra","Não","55149","Piedade","São Paulo"
"01-JUL-18","Lesao Imediata","Alavanca, Pe-De-Cabr","Não","237130","Marília","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","144820","Botucatu","São Paulo"
"01-JUL-18","Luxacao","Motocicleta, Motonet","Não","50216","Monte Alto","São Paulo"
"01-MAY-18","Concussao Cerebral","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Chao - Superficie Ut","Não","420934","Diadema","São Paulo"
"01-JUL-18","Fratura","Veiculo Rodoviario M","Não","77510","Lins","São Paulo"
"01-JUL-18","Lesoes Multiplas","Motocicleta, Motonet","Não","29418","Mirandópolis","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Faca, Facao- Ferrame","Não","43687","Orlândia","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","160275","São Caetano do Sul","São Paulo"
"01-JUN-18","Lesao Imediata","Veiculo, Nic","Não","172268","Itu","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","1365899","Guarulhos","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Motocicleta, Motonet","Não","311854","Taubaté","São Paulo"
"01-JUL-18","Fratura","Ferramenta, Maquina,","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","716109","Santo André","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Veiculo Rodoviario M","Não","89747","Ubatuba","São Paulo"
"01-JUL-18","Amputacao ou Enuclea","Ferramenta, Maquina,","Não","41622","Tietê","São Paulo"
"01-JUN-18","Contusao, Esmagament","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","195874","Araçatuba","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Agente Infeccioso ou","Não","713943","São José dos Campos","São Paulo"
"01-JUL-18","Lesao Imediata","Vidraria, Fibra de V","Não","671186","Sorocaba","São Paulo"
"01-JUL-18","Distensao, Torcao","Escada Movel ou Fixa","Não","833240","São Bernardo do Campo","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Metal - Inclui Liga","Não","227072","Presidente Prudente","São Paulo"
"01-JUL-18","Perda ou Diminuicao","Fruta e Derivados","Não","17009","Charqueada","São Paulo"
"01-JUN-18","Luxacao","Escada Movel ou Fixa","Não","120572","Várzea Paulista","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-JUN-18","Luxacao","Mobiliario e Acessor","Não","166753","Bragança Paulista","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Ceramica","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Veiculo, Nic","Não","127123","Valinhos","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","100496","Itanhaém","São Paulo"
"01-JUL-18","Contusao, Esmagament","Chao - Superficie Ut","Não","119090","Itatiba","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Maquina de Imprimir","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Distensao, Torcao","Carro de Mao","Não","160275","São Caetano do Sul","São Paulo"
"01-JUL-18","Distensao, Torcao","Escada Movel ou Fixa","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Motocicleta, Motonet","Não","132934","Araras","São Paulo"
"01-JUN-18","Fratura","Calcada ou Caminho p","Não","1365899","Guarulhos","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","120572","Várzea Paulista","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Veiculo Deslisante","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Queimadura Quimica (","Produto de Limpeza,","Não","136517","Santana de Parnaíba","São Paulo"
"01-JUL-18","Distensao, Torcao","Caixa, Engradado, Ca","Não","88276","Lorena","São Paulo"
"01-JUN-18","Fratura","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Metal - Inclui Liga","Não","20124","Regente Feijó","São Paulo"
"01-JUL-18","Envenenamento Sistem","Substancia Quimica,","Não","271306","Barueri","São Paulo"
"01-JUL-18","Distensao, Torcao","Escada Movel ou Fixa","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Distensao, Torcao","Escada Permanente Cu","Não","63047","Penápolis","São Paulo"
"01-JUL-18","Fratura","Andaime, Plataforma","Não","1365899","Guarulhos","São Paulo"
"01-JUL-18","Distensao, Torcao","Calcada ou Caminho p","Não","192536","Santa Bárbara d'Oeste","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Maquina, Nic","Não","26403","Santa Gertrudes","São Paulo"
"01-JUN-18","Corte, Laceracao, Fe","Arquivo, Fichario, E","Não","374272","Bauru","São Paulo"
"01-JUL-18","Luxacao","Escada Permanente Cu","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Motocicleta, Motonet","Não","713943","São José dos Campos","São Paulo"
"01-JUN-18","Lesao Imediata, Nic","Arquivo, Fichario, E","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Motocicleta, Motonet","Não","833240","São Bernardo do Campo","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Veiculo, Nic","Não","671186","Sorocaba","São Paulo"
"01-JUL-18","Distensao, Torcao","Piso de Edificio - S","Não","833240","São Bernardo do Campo","São Paulo"
"01-JUN-18","Contusao, Esmagament","Chao - Superficie Ut","Não","713943","São José dos Campos","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Maquina, Nic","Não","4822","Mirassolândia","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Medicamento em Geral","Não","716109","Santo André","São Paulo"
"01-JUL-18","Luxacao","Chao - Superficie Ut","Não","28605","Cajati","São Paulo"
"01-JUL-18","Luxacao","Mobiliario e Acessor","Não","12176866","São Paulo","São Paulo"
"01-JUN-18","Contusao, Esmagament","Motocicleta, Motonet","Não","231863","Jacareí","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Barril, Barrica, Bar","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Distensao, Torcao","Piso de Edificio - S","Não","119625","Caraguatatuba","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Esmeril- Ferramenta","Não","285570","Taboão da Serra","São Paulo"
"01-MAY-18","Queimadura ou Escald","Agua - Usar Quando O","Não","833240","São Bernardo do Campo","São Paulo"
"01-JUL-18","Distensao, Torcao","Edificio ou Estrutur","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Maquina, Nic","Não","833240","São Bernardo do Campo","São Paulo"
"01-JUL-18","Distensao, Torcao","Andaime, Plataforma","Não","833240","São Bernardo do Campo","São Paulo"
"01-JUL-18","Lesao Imediata","Maquina Textil","Não","13458","Morungaba","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Distensao, Torcao","Piso de Edificio - S","Não","195874","Araçatuba","São Paulo"
"01-JUL-18","Contusao, Esmagament","Piso de Edificio - S","Não","13833","Itapuí","São Paulo"
"01-JUL-18","Fratura","Escada Permanente Cu","Não","121210","Catanduva","São Paulo"
"01-JUL-18","Contusao, Esmagament","Caixa, Engradado, Ca","Não","82702","Matão","São Paulo"
"01-JUL-18","Contusao, Esmagament","Carro de Mao","Não","414810","Jundiaí","São Paulo"
"01-JUL-18","Distensao, Torcao","Ferramenta Manual se","Não","400949","Piracicaba","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Calcada ou Caminho p","Não","160275","São Caetano do Sul","São Paulo"
"01-JUL-18","Distensao, Torcao","Escada Permanente Cu","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Chao - Superficie Ut","Não","47159","Capão Bonito","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Ferramenta, Maquina,","Não","237112","Americana","São Paulo"
"01-JUL-18","Distensao, Torcao","Caixa, Engradado, Ca","Não","694534","Ribeirão Preto","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","400949","Piracicaba","São Paulo"
"01-JUL-18","Contusao, Esmagament","Macaco (Mecanico, Hi","Não","694534","Ribeirão Preto","São Paulo"
"01-JUN-18","Fratura","Calcada ou Caminho p","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Maquina, Nic","Não","132934","Araras","São Paulo"
"01-JUL-18","Fratura","Veiculo, Nic","Não","285570","Taboão da Serra","São Paulo"
"01-JUL-18","Fratura","Escada Movel ou Fixa","Não","7395","Tarabai","São Paulo"
"01-MAR-18","Concussao Cerebral","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Queimadura ou Escald","Agua - Usar Quando O","Não","716109","Santo André","São Paulo"
"01-JUL-18","Inflamacao de Articu","Ser Vivo, Nic","Não","148581","Jaú","São Paulo"
"01-JUL-18","Fratura","Motocicleta, Motonet","Não","303682","Limeira","São Paulo"
"01-JUL-18","Lesoes Multiplas","Veiculo Rodoviario M","Não","311854","Taubaté","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Maquina, Nic","Não","33499","Araçoiaba da Serra","São Paulo"
"01-JUL-18","Fratura","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Tanque, Cilindro (Tr","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Bicicleta","Não","63047","Penápolis","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Calcada ou Caminho p","Não","716109","Santo André","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Veiculo, Nic","Não","366519","Itaquaquecetuba","São Paulo"
"01-JUL-18","Fratura","Motocicleta, Motonet","Não","55141","Capivari","São Paulo"
"01-JUN-18","Contusao, Esmagament","Calcada ou Caminho p","Não","1365899","Guarulhos","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Maquina, Nic","Não","833240","São Bernardo do Campo","São Paulo"
"01-JUL-18","Distensao, Torcao","Escada Permanente Cu","Não","311854","Taubaté","São Paulo"
"01-JUL-18","Distensao, Torcao","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","144820","Botucatu","São Paulo"
"01-JUL-18","Distensao, Torcao","Escada Movel ou Fixa","Não","172268","Itu","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Maquina de Costurar","Não","136517","Santana de Parnaíba","São Paulo"
"01-JUL-18","Queimadura ou Escald","Caldeira, Vaso Sob P","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Corda, Cabo, Corrent","Não","77308","Vinhedo","São Paulo"
"01-JUL-18","Luxacao","Rua e Estrada - Supe","Não","716109","Santo André","São Paulo"
"01-JUL-18","Fratura","Chave de Parafuso- F","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Veiculo, Nic","Não","192536","Santa Bárbara d'Oeste","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Agente Infeccioso ou","Não","1194094","Campinas","São Paulo"
"01-JUL-18","Fratura","Calcada ou Caminho p","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Amputacao ou Enuclea","Serra - Maquina","Não","59649","Itupeva","São Paulo"
"01-JUL-18","Contusao, Esmagament","Elevador - Equip. de","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Martelo, Malho, Marr","Não","132934","Araras","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Ferramenta Manual se","Não","47361","Pedreira","São Paulo"
"01-JUL-18","Luxacao","Escada Movel ou Fixa","Não","696850","Osasco","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Serra - Maquina","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Furadeira, Broqueade","Não","65477","Tupã","São Paulo"
"01-JUL-18","Distensao, Torcao","Piso de Edificio - S","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Veiculo Rodoviario M","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Distensao, Torcao","Motocicleta, Motonet","Não","59333","Mirassol","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Agente Infeccioso ou","Não","400949","Piracicaba","São Paulo"
"01-JUL-18","Distensao, Torcao","Vegetal - Planta, Ar","Não","696850","Osasco","São Paulo"
"01-JUL-18","Distensao, Torcao","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Carro de Mao","Não","12176866","São Paulo","São Paulo"
"01-JUN-18","Corte, Laceracao, Fe","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Piso de Veiculo - Su","Não","713943","São José dos Campos","São Paulo"
"01-JUL-18","Luxacao","Metal - Inclui Liga","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Tesoura, Tesourao- F","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Madeira (Toro, Madei","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Agua - Usar Quando O","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Queimadura ou Escald","Caldeira, Vaso Sob P","Não","1194094","Campinas","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Veiculo, Nic","Não","414810","Jundiaí","São Paulo"
"01-JUL-18","Luxacao","Escada Permanente Cu","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Amputacao ou Enuclea","Faca, Facao- Ferrame","Não","246908","Indaiatuba","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Calcada ou Caminho p","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Veiculo, Nic","Não","160275","São Caetano do Sul","São Paulo"
"01-JUL-18","Fratura","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Chave de Parafuso- F","Não","671186","Sorocaba","São Paulo"
"01-JUL-18","Fratura","Ferramenta Manual se","Não","48966","Cabreúva","São Paulo"
"01-JUL-18","Contusao, Esmagament","Motocicleta, Motonet","Não","231863","Jacareí","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Ferramenta Manual se","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Alavanca, Pe-De-Cabr","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Parafina, Oleo Lubri","Não","162231","Itapetininga","São Paulo"
"01-JUL-18","Contusao, Esmagament","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Veiculo, Nic","Não","285570","Taboão da Serra","São Paulo"
"01-JUL-18","Distensao, Torcao","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Ferramenta Manual se","Não","400949","Piracicaba","São Paulo"
"01-JUL-18","Fratura","Calcada ou Caminho p","Não","244694","Cotia","São Paulo"
"01-JUL-18","Distensao, Torcao","Plastico - Inclui Po","Não","1194094","Campinas","São Paulo"
"01-JUL-18","Distensao, Torcao","Calcada ou Caminho p","Não","36280","Iperó","São Paulo"
"01-JUL-18","Contusao, Esmagament","Calcada ou Caminho p","Não","468148","Mauá","São Paulo"
"01-JUL-18","Envenenamento Sistem","Animal Vivo","Não","432957","Santos","São Paulo"
"01-JUL-18","Amputacao ou Enuclea","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Cadeira Banco - Mobi","Não","833240","São Bernardo do Campo","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Motocicleta, Motonet","Não","12264","Ibirá","São Paulo"
"01-JUL-18","Luxacao","Motocicleta, Motonet","Não","88276","Lorena","São Paulo"
